50	U	1.0	0.0	1.7800000000000002e-5	
100	L	1.0	0.0	1.72e-5	
100	U	1.0	0.0	2.2400000000000002e-5	
700	U	1.0	0.0	0.00017350000000000002	
700	U	0.8412359907065778	0.0	0.0001416	
50	L	0.04894486007399501	0.0	1.27e-5	
100	U	1.0	0.0	1.6400000000000002e-5	
100	L	0.6061618789880374	0.0	8.15e-5	
50	U	1.0	0.0	2.33e-5	
700	U	1.0	0.0	0.0001541	
700	L	1.0	0.0	0.0001231	
100	U	1.0	0.0	1.54e-5	
100	U	0.2109205378856529	0.0	1.88e-5	
50	U	1.0	0.0	2.1400000000000002e-5	
1200	L	0.2712542738140843	0.0	0.0003926	
50	U	1.0	0.0	1.3000000000000001e-5	
700	U	1.0	0.0	0.0001173	
700	L	1.0	0.0	0.000132	
50	L	1.0	0.0	1.52e-5	
1200	U	1.0	0.0	0.00044760000000000004	
50	U	1.0	0.0	1.7800000000000002e-5	
700	L	1.0	0.0	0.0001395	
700	L	1.0	0.0	0.00012140000000000001	
700	U	0.7055804919730259	0.0	0.00013010000000000002	
100	L	1.0	0.0	1.54e-5	
100	L	0.0005414063085530385	0.0	1.52e-5	
100	U	1.0	0.0	1.5100000000000001e-5	
1200	L	1.0	0.0	0.00038560000000000005	
1200	U	1.0	0.0	0.00039380000000000003	
100	U	1.0	0.0	2.4200000000000002e-5	
700	L	1.0	0.0	0.00014330000000000001	
100	U	1.0	0.0	1.46e-5	
700	U	1.0	0.0	0.00012030000000000001	
1200	L	0.36339755019039677	0.0	0.00045620000000000003	
1200	U	0.7193855352670067	0.0	0.0004997000000000001	
50	L	1.0	0.0	1.3100000000000002e-5	
50	U	0.429898111767126	0.0	1.34e-5	
100	U	1.0	0.0	2.02e-5	
1200	U	0.8995297870925274	0.0	0.0003971	
1200	U	1.0	0.0	0.00040520000000000004	
100	L	1.0	0.0	2.72e-5	
50	U	1.0	0.0	1.3700000000000001e-5	
50	L	1.0	0.0	1.3100000000000002e-5	
100	L	1.0	0.0	1.7e-5	
1200	L	0.6193951111147317	0.0	0.0003997	
1200	L	1.0	0.0	0.00048590000000000005	
1200	U	1.0	0.0	0.0005413	
700	L	1.0	0.0	0.00014010000000000002	
700	L	1.0	0.0	0.00012140000000000001	
1200	L	1.0	0.0	0.0005208000000000001	
100	L	0.5273479854194211	0.0	1.22e-5	
1200	L	1.0	0.0	0.00041860000000000004	
100	U	1.0	0.0	1.94e-5	
700	L	1.0	0.0	0.00014580000000000002	
50	L	0.25453821142058375	0.0	1.58e-5	
1200	U	1.0	0.0	0.0004619	
700	L	1.0	0.0	0.00012020000000000001	
700	L	1.0	0.0	0.0011033	
100	L	1.0	0.0	1.84e-5	
700	L	1.0	0.0	0.00012240000000000002	
50	U	1.0	0.0	1.2400000000000002e-5	
50	U	1.0	0.0	1.27e-5	
50	L	1.0	0.0	1.27e-5	
100	U	1.0	0.0	1.46e-5	
1200	U	0.8465484566528254	0.0	0.0003914	
700	L	1.0	0.0	0.00012670000000000002	
100	L	1.0	0.0	2.2800000000000002e-5	
100	U	0.9841028522609487	0.0	1.7e-5	
1200	L	1.0	0.0	0.0003882	
100	L	1.0	0.0	2.0600000000000003e-5	
1200	L	1.0	0.0	0.0005418	
50	L	1.0	0.0	1.72e-5	
100	U	0.26150605801319327	0.0	1.8200000000000002e-5	
700	U	0.2692423670689147	0.0	0.0003658	
100	U	1.0	0.0	1.4700000000000002e-5	
700	U	1.0	0.0	0.0061286000000000005	
700	L	1.0	0.0	0.0001476	
1200	U	1.0	0.0	0.00043830000000000003	
50	U	1.0	0.0	1.69e-5	
1200	L	0.0171584686715206	0.0	0.0005888	
100	L	1.0	0.0	1.5100000000000001e-5	
100	U	1.0	0.0	1.81e-5	
700	L	1.0	0.0	0.0001332	
700	U	0.713058988253638	0.0	0.0001396	
100	L	1.0	0.0	1.4700000000000002e-5	
1200	L	1.0	0.0	0.00038930000000000003	
700	L	1.0	0.0	0.0001285	
50	L	1.0	0.0	1.6100000000000002e-5	
